SourceTime,Weighted_Bid_Price,Weighted_Ask_Price,MidPrice,State
09:33:26,141.588280175109,141.498496932515,141.543388553812,Up
09:33:27,141.54,141.482137718397,141.511068859198,Down
09:33:28,141.532650287507,141.486791111111,141.509720699309,Down
09:33:29,141.54,141.492279569892,141.516139784946,Up
09:33:30,144.227984790875,141.510955223881,142.869470007378,Up
09:33:31,141.616074380165,141.494765258216,141.555419819191,Down
09:33:32,141.648195592287,141.546425855513,141.5973107239,Up
09:33:33,141.56,141.522138157895,141.541069078947,Down
09:33:34,141.574190064795,141.522253521127,141.548221792961,Up
09:33:35,141.559801572445,141.470047770701,141.514924671573,Down
09:33:36,141.49,141.42,141.455,Down
09:33:37,141.538072916667,141.434772727273,141.48642282197,Up
09:33:38,141.57,141.462857142857,141.516428571429,Up
09:33:39,141.554945904173,141.44,141.497472952087,Down
09:33:40,141.522902530964,141.43580952381,141.479356027387,Down
09:33:41,141.544577464789,141.41796875,141.481273107394,Up
09:33:42,141.561253309797,141.360838150289,141.461045730043,Down
09:33:43,141.458985507246,141.391514084507,141.425249795877,Down
09:33:44,141.483019343987,141.317,141.400009671993,Down
09:33:45,141.410895927602,141.315384615385,141.363140271493,Down
09:33:46,141.469520295203,141.357257876313,141.413389085758,Up
09:33:47,141.478015357354,141.413650190114,141.445832773734,Up
09:33:48,141.457314949202,141.358382352941,141.407848651071,Down
09:33:49,141.452576687117,141.32,141.386288343558,Down
09:33:50,141.447731629393,141.282931034483,141.365331331938,Down
09:33:51,141.444201520913,141.355364583333,141.399783052123,Up
09:33:52,141.409486692015,141.35375,141.381618346008,Down
09:33:53,141.374117375231,141.227417943107,141.300767659169,Down
09:33:54,141.346654929577,141.272253521127,141.309454225352,Up
09:33:56,141.380998402556,141.271796407186,141.326397404871,Up
09:33:57,141.375018726592,141.271111111111,141.323064918851,Down
09:33:58,141.348447024673,141.299163636364,141.323805330519,Up
09:33:59,141.334991119005,141.295228136882,141.315109627944,Down
09:34:00,141.35520661157,141.28869955157,141.32195308157,Up
09:34:01,141.332723970944,141.282253521127,141.307488746036,Down
09:34:02,141.309056527043,141.211373239437,141.26021488324,Down
09:34:03,141.253921901528,141.161811594203,141.207866747865,Down
09:34:04,141.306721311475,141.217842211733,141.262281761604,Up
09:34:05,141.305552367288,141.167970479705,141.236761423497,Down
09:34:06,141.345,141.223152818991,141.284076409496,Up
09:34:07,141.272960812772,141.241835853132,141.257398332952,Down
09:34:08,141.241357466063,141.167248322148,141.204302894106,Down
09:34:09,141.265652173913,141.130553745928,141.198102959921,Down
09:34:10,141.247106164384,141.113879003559,141.180492583971,Down
09:34:11,141.247585551331,141.15,141.198792775665,Up
09:34:13,141.249987730061,141.157042253521,141.203514991791,Up
09:34:15,141.250888888889,141.190113350126,141.220501119507,Up
09:34:16,141.267915492958,141.2,141.233957746479,Up
09:34:17,141.232886323268,141.180211267606,141.206548795437,Down
09:34:18,141.276666666667,141.190674846626,141.233670756646,Up
09:34:19,141.331259445844,141.220459016393,141.275859231119,Up
09:34:20,141.289955947137,138.784,140.036977973568,Down
09:34:21,141.271063394683,141.205211267606,141.238137331144,Up
09:34:22,141.307411385607,141.17,141.238705692803,Up
09:34:23,141.247216624685,141.150674846626,141.198945735655,Down
09:34:24,141.296197718631,141.18041301627,141.238305367451,Up
09:34:25,141.314029126214,141.246809815951,141.280419471082,Up
09:34:26,141.301723666211,141.242089041096,141.271906353653,Down
09:34:27,141.371871345029,141.200967741936,141.286419543482,Up
09:34:28,141.286766917293,141.207840172786,141.24730354504,Down
09:34:29,141.265140664962,141.206024734982,141.235582699972,Down
09:34:30,141.256331096197,141.226666666667,141.241498881432,Up
09:34:31,141.261086675291,141.175693779904,141.218390227598,Down
09:34:33,141.265442764579,141.20656019656,141.236001480569,Up
09:34:34,141.343423913043,141.234911504425,141.289167708734,Up
09:34:35,141.282170138889,141.227550813008,141.254860475949,Down
09:34:36,141.281568938193,141.21101010101,141.246289519602,Down
09:34:37,141.291612284069,141.218888888889,141.255250586479,Up
09:34:38,141.34,141.274817708333,141.307408854167,Up
09:34:40,141.335847107438,141.259471598415,141.297659352926,Down
09:34:41,141.5,141.288098159509,141.394049079755,Up
09:34:42,141.391701170117,141.313019607843,141.35236038898,Down
09:34:43,141.373934624697,141.332207920792,141.353071272745,Up
09:34:44,141.403382352941,140.912623274162,141.158002813551,Down
09:34:45,141.412878179384,141.362121212121,141.387499695753,Up
09:34:46,141.4,141.311,141.3555,Down
09:34:47,141.404625975218,141.274417531719,141.339521753468,Down
09:34:48,141.352054483541,141.319076376554,141.335565430048,Down
09:34:49,141.3591184573,141.267142857143,141.313130657222,Down
09:34:50,141.368238583411,141.256119402985,141.312178993198,Down
09:34:52,141.33,141.290674846626,141.310337423313,Down
09:34:53,141.312786214953,141.258219178082,141.285502696518,Down
09:34:54,141.333697183099,141.270370058873,141.302033620986,Up
09:34:55,141.337141280353,141.265222457627,141.30118186899,Down
09:34:56,141.317018779343,141.26132231405,141.289170546696,Down
09:34:57,141.321496437055,141.28,141.300748218527,Up
09:34:58,141.321630960608,141.280888429752,141.30125969518,Up
09:34:59,141.282169421488,141.254520547945,141.268344984716,Down
09:35:00,141.292538320049,141.251381838691,141.27196007937,Up
09:35:01,141.271025007718,141.193871811642,141.23244840968,Down
09:35:02,141.277591287636,141.223986332574,141.250788810105,Up
09:35:03,141.2891184573,141.209500988142,141.249309722721,Down
09:35:04,141.367872570194,141.280964673913,141.324418622054,Up
09:35:05,141.284554149954,141.209503239741,141.247028694847,Down
09:35:06,141.260939597315,141.178176470588,141.219558033952,Down
09:35:07,141.321478873239,141.196010928962,141.258744901101,Up
09:35:08,141.323333333333,141.193333333333,141.258333333333,Down
09:35:10,141.246090534979,141.167777777778,141.206934156379,Down
09:35:11,141.184931453192,139.589981775579,140.387456614386,Down
09:35:12,141.168089802131,141.106032608696,141.137061205413,Up
09:35:13,141.153995703545,141.105299295775,141.12964749966,Down
09:35:14,141.136627497062,140.925758998435,141.031193247749,Down
09:35:15,141.111885758998,140.997925925926,141.054905842462,Up
09:35:16,141.082576687117,140.988371501272,141.035474094194,Down
09:35:17,141.10948035488,140.986058002148,141.047769178514,Up
09:35:18,141.138262653899,141.01,141.074131326949,Up
09:35:19,141.143697916667,141.045144230769,141.094421073718,Up
09:35:20,141.174264264264,141.06078125,141.117522757132,Up
09:35:21,141.099820485744,141.005,141.052410242872,Down
09:35:22,141.142576271186,141.02,141.081288135593,Up
09:35:23,141.133934883721,141.038571428571,141.086253156146,Up
09:35:24,141.211141304348,141.102146596859,141.156643950603,Up
09:35:25,141.224918276374,141.107692307692,141.166305292033,Up
09:35:26,141.21964028777,141.078,141.148820143885,Down
09:35:27,141.116397849462,141.018333333333,141.067365591398,Down
09:35:30,141.137244655582,141.095674846626,141.116459751104,Up
09:35:31,141.201478873239,141.116809815951,141.159144344595,Up
09:35:32,141.176432291667,141.102424242424,141.139428267046,Down
09:35:33,141.170658135283,141.09,141.130329067642,Down
09:35:34,141.176900452489,141.109295774648,141.143098113568,Up
09:35:35,141.195308641975,141.10375,141.149529320988,Up
09:35:37,141.157126789366,141.064696356275,141.110911572821,Down
09:35:38,141.1,141.023697916667,141.061848958333,Down
09:35:39,141.17,141.072059859155,141.121029929577,Up
09:35:40,141.17,141.06,141.115,Down
09:35:42,141.132450980392,141.060597826087,141.09652440324,Down
09:35:43,141.133107843137,141.057173913043,141.09514087809,Down
09:35:45,142.920461165049,141.027518796992,141.973989981021,Up
09:35:46,141.044434330299,140.966482300885,141.005458315592,Down
09:35:47,141.073115015974,140.934790874525,141.00395294525,Down
09:35:48,143.245906432749,140.9475,142.096703216374,Up
09:35:49,141.078328530259,140.96,141.01916426513,Down
09:35:50,141.045532646048,140.936674208145,140.991103427096,Down
09:35:51,141.03121037464,140.968874172185,141.000042273413,Up
09:35:54,141.030817941953,140.947717391304,140.989267666628,Down
09:35:55,141.793277153558,141.038719008264,141.415998080911,Up
09:35:56,141.109989888777,141.01,141.059994944388,Down
09:35:57,142.389914383562,141.016,141.702957191781,Up
09:35:58,141.120598159509,140.995,141.057799079755,Down
09:35:59,141.085946413137,140.98,141.032973206569,Down
09:36:00,141.077835051546,140.96,141.018917525773,Down
09:36:01,141.036803921569,140.905,140.970901960784,Down
09:36:02,141.029049079755,140.920774647887,140.974911863821,Up
09:36:03,141.002576687117,140.917189097104,140.95988289211,Down
09:36:04,140.9875,140.947219512195,140.967359756098,Up
09:36:05,141.108535825545,140.974724517906,141.041630171726,Up
09:36:06,141.046292775665,140.972944785276,141.009618780471,Down
09:36:07,141.01,140.943333333333,140.976666666667,Down
09:36:08,141.030904936015,140.942449567723,140.986677251869,Up
09:36:09,141.028304093567,140.98,141.004152046784,Up
09:36:10,141.032576687117,140.925,140.978788343558,Down
09:36:11,141.053769470405,140.945,140.999384735202,Up
09:36:12,141.088203125,140.995659955257,141.041931540129,Up
09:36:13,141.157852112676,141.110480256137,141.134166184406,Up
09:36:14,141.180353881279,141.02597826087,141.103166071074,Down
09:36:15,141.278597285068,141.05769005848,141.168143671774,Up
09:36:16,141.168302207131,141.05,141.109151103565,Down
09:36:17,141.16,141.066548672566,141.113274336283,Up
09:36:18,141.21121037464,141.110418250951,141.160814312795,Up
09:36:19,141.2,141.085,141.1425,Down
09:36:20,141.157908082409,141.114402173913,141.136155128161,Down
09:36:21,141.124592680047,141.042766570605,141.083679625326,Down
09:36:22,141.117576687117,141.026666666667,141.072121676892,Down
09:36:23,141.181478873239,141.112253521127,141.146866197183,Up
09:36:24,141.156854961832,141.092089041096,141.124472001464,Down
09:36:25,141.204131147541,141.117555555556,141.160843351548,Up
09:36:26,141.176248624862,141.14132231405,141.158785469456,Down
09:36:27,141.24,141.1025,141.17125,Up
09:36:28,141.218328530259,141.15701164295,141.187670086604,Up
09:36:29,141.239981203007,141.146674208145,141.193327705576,Up
09:36:30,141.206508916324,141.08,141.143254458162,Down
09:36:31,141.197576687117,141.09,141.143788343558,Up
09:36:32,141.223128712871,141.11,141.166564356436,Up
09:36:33,141.192576687117,141.065,141.128788343558,Down
09:36:35,141.250939597315,141.172094117647,141.211516857481,Up
09:36:36,141.217054794521,141.18984423676,141.20344951564,Down
09:36:37,141.204615384615,141.068975609756,141.136795497186,Down
09:36:38,141.212624434389,141.136777493606,141.174700963998,Up
09:36:39,141.18121037464,141.123333333333,141.152271853987,Down
09:36:40,141.19,141.089345794393,141.139672897196,Down
09:36:41,141.177408450704,141.075,141.126204225352,Down
09:36:42,141.16,141.04,141.1,Down
09:36:44,141.225891341256,141.129345794393,141.177618567824,Up
09:36:45,141.210939597315,141.09,141.150469798658,Down
09:36:46,141.196524064171,141.132253521127,141.164388792649,Up
09:36:47,141.192576687117,141.120454545455,141.156515616286,Down
09:36:49,141.21,141.118711656442,141.164355828221,Up
09:36:50,141.27206557377,141.156666666667,141.214366120219,Up
09:36:51,141.254066901408,141.171739130435,141.212903015922,Down
09:36:52,141.222742346939,141.173823529412,141.198282938175,Down
09:36:53,141.232332506203,141.17612345679,141.204227981497,Up
09:36:54,141.26573943662,141.206,141.23586971831,Up
09:36:55,141.243828125,141.050826446281,141.147327285641,Down
09:36:56,141.29958677686,141.187505938242,141.243546357551,Up
09:36:58,141.25,141.14,141.195,Down
09:37:00,141.227375565611,141.184828897338,141.206102231475,Up
09:37:01,141.199809220986,141.122605633803,141.161207427394,Down
09:37:02,141.157839866555,141.066779141104,141.11230950383,Down
09:37:03,141.131900452489,140.949090909091,141.04049568079,Down
09:37:04,141.17,141.045,141.1075,Up
09:37:05,141.138107028754,141.064586776859,141.101346902807,Down
09:37:06,141.162576687117,141.09578125,141.129178968558,Up
09:37:07,141.227272727273,141.11,141.168636363636,Up
09:37:08,141.186847826087,141.065,141.125923913043,Down
09:37:09,141.211478873239,141.095,141.15323943662,Up
09:37:10,141.22785326087,141.124410646388,141.176131953629,Up
09:37:11,141.219778481013,141.101595092025,141.160686786519,Down
09:37:12,141.230327868852,141.19,141.210163934426,Up
09:37:13,141.24,141.039090909091,141.139545454545,Down
09:37:14,141.234040219378,141.165093457944,141.199566838661,Up
09:37:15,141.305,141.188390928726,141.246695464363,Up
09:37:16,141.280130208333,141.171818181818,141.225974195076,Down
09:37:19,141.3,141.19,141.245,Up
09:37:20,141.254306930693,141.194828897338,141.224567914016,Down
09:37:21,141.265748218527,141.219666080844,141.242707149685,Up
09:37:22,141.3,141.24,141.27,Up
09:37:23,141.259638810198,141.17,141.214819405099,Down
09:37:26,141.296666666667,141.17,141.233333333333,Up
09:37:27,141.262323943662,141.173333333333,141.217828638498,Down
09:37:28,141.274024691358,141.190774647887,141.232399669623,Up
09:37:29,141.27,141.20132231405,141.235661157025,Up
09:37:30,141.27,141.19849862259,141.234249311295,Down
09:37:31,141.251515486726,141.209914965986,141.230715226356,Down
09:37:32,141.25,141.212190082645,141.231095041322,Up
09:37:33,141.3,141.185,141.2425,Up
09:37:34,141.328923705722,141.235211267606,141.282067486664,Up
09:37:35,141.315,141.243732394366,141.279366197183,Down
09:37:36,141.32573943662,141.22,141.27286971831,Down
09:37:37,141.339208791209,141.186666666667,141.262937728938,Down
09:37:38,141.248182819383,141.184891304348,141.216537061865,Down
09:37:39,141.266032786885,141.084014084507,141.175023435696,Down
09:37:40,141.252057291667,141.152813688213,141.20243548994,Up
09:37:41,141.250939597315,141.170221914008,141.210580755662,Up
09:37:43,141.225,141.132985074627,141.178992537313,Down
09:37:44,141.35,141.13,141.24,Up
09:37:45,141.236803921569,141.116,141.176401960784,Down
09:37:48,141.260985915493,141.18305785124,141.222021883366,Up
09:37:49,141.25,141.14,141.195,Down
09:37:50,141.3,141.195248868778,141.247624434389,Up
09:37:51,141.25573943662,141.180935672515,141.218337554567,Down
09:37:52,141.25680608365,141.18,141.218403041825,Up
09:37:55,141.24,141.12,141.18,Down
09:37:56,141.25,141.177121212121,141.213560606061,Up
09:37:57,141.24573943662,141.14,141.19286971831,Down
09:37:58,141.24,141.168719008264,141.204359504132,Up
09:37:59,141.237375565611,141.178131147541,141.207753356576,Up
09:38:00,141.247576687117,141.115,141.181288343558,Down
09:38:01,141.24573943662,141.166690140845,141.206214788732,Up
09:38:04,141.265344262295,141.19325415677,141.229299209532,Up
09:38:05,141.27,141.16,141.215,Down
09:38:06,141.23,141.165,141.1975,Down
09:38:07,141.277699619772,141.203925619835,141.240812619803,Up
09:38:08,141.267576687117,141.23,141.248788343558,Up
09:38:11,141.278858695652,141.193936651584,141.236397673618,Down
09:38:12,141.254989200864,141.21132231405,141.233155757457,Down
09:38:13,141.261900452489,141.17,141.215950226244,Down
09:38:14,141.31,141.18,141.245,Up
09:38:15,141.357793367347,141.237548209366,141.297670788357,Up
09:38:17,141.329103554869,141.21,141.269551777434,Down
09:38:18,141.30860915493,141.104752066116,141.206680610523,Down
09:38:19,141.31,141.23102661597,141.270513307985,Up
09:38:21,141.354740484429,141.23,141.292370242215,Up
09:38:22,141.376432291667,141.266,141.321216145833,Up
09:38:23,141.373026859504,141.325211267606,141.349119063555,Up
09:38:25,141.385,141.275,141.33,Down
09:38:27,141.376462882096,141.302149321267,141.339306101682,Up
09:38:28,141.360899653979,141.279386503067,141.320143078523,Down
09:38:31,141.35,141.24,141.295,Down
09:38:32,141.31,141.24,141.275,Down
09:38:33,141.36,141.294939759036,141.327469879518,Up
09:38:34,141.335647058824,141.244,141.289823529412,Down
09:38:35,141.35,141.28132231405,141.315661157025,Up
09:38:39,141.335889830508,141.318719008264,141.327304419386,Up
09:38:42,141.346666666667,141.24,141.293333333333,Down
09:38:43,141.299639934534,141.249184782609,141.274412358571,Down
09:38:45,141.37,141.24,141.305,Up
09:38:49,141.37,141.313333333333,141.341666666667,Up
09:38:50,141.37,141.241900452489,141.305950226244,Down
09:38:51,141.346803455724,141.326304,141.336553727862,Up
09:38:52,141.416197718631,141.342938596491,141.379568157561,Up
09:38:53,141.369265536723,141.34132231405,141.355293925386,Down
09:38:54,141.372666132906,141.222721382289,141.297693757598,Down
09:38:55,141.35,141.24,141.295,Down
09:38:56,141.315173674589,141.216666666667,141.265920170628,Down
09:38:58,141.37,141.291216730038,141.330608365019,Up
09:38:59,141.37,141.26,141.315,Down
09:39:00,141.37,141.313245614035,141.341622807018,Up
09:39:01,141.371794871795,141.26,141.315897435897,Down
09:39:02,141.416175213675,141.331355932203,141.373765572939,Up
09:39:04,141.395344262295,141.285,141.340172131148,Down
09:39:05,141.41,141.3,141.355,Up
