SourceTime,Weighted_Bid_Price,Weighted_Ask_Price,MidPrice,State
09:10:08,149.34,134.36,141.85,Static
09:29:27,142.07,141.58,141.825,Down
09:30:00,147.63,137.084556407448,142.357278203724,Up
09:30:01,142.14,141.407567567568,141.773783783784,Down
09:30:02,141.88375,140.791002178649,141.337376089325,Down
09:30:03,141.836597938144,141.628951747088,141.732774842616,Up
09:30:04,NaN,140.199937926754,NaN,Static
09:30:05,141.696666666667,141.68,141.688333333333,Static
09:30:07,142.267028788702,141.439587628866,141.853308208784,Up
09:30:08,145.9925,140.377142857143,143.184821428571,Up
09:30:09,146.672857142857,141.604285714286,144.138571428571,Up
09:30:10,143.642393162393,141.725294117647,142.68384364002,Down
09:30:11,144.16,141.80375,142.981875,Up
09:30:12,142.584770693512,141.232321660182,141.908546176847,Down
09:30:13,145.4227029438,141.624177897574,143.523440420687,Up
09:30:14,148.55,141.592912621359,145.07145631068,Up
09:30:15,141.804579439252,141.727136485281,141.765857962267,Down
09:30:16,141.919109311741,141.812149187592,141.865629249667,Up
09:30:17,141.864239130435,141.792995839112,141.828617484774,Down
09:30:18,141.995,141.841544576945,141.918272288472,Up
09:30:19,142.966773211568,141.904404973357,142.435589092462,Up
09:30:20,141.939545454545,141.878625730994,141.90908559277,Down
09:30:21,141.94367768595,141.904306418219,141.923992052085,Up
09:30:22,141.952292682927,141.851478873239,141.901885778083,Down
09:30:23,146.597253521127,141.85,144.223626760563,Up
09:30:24,141.97,141.830301274623,141.900150637312,Down
09:30:25,141.872774498229,141.785142276423,141.828958387326,Down
09:30:26,141.875,141.744671403197,141.809835701599,Down
09:30:27,144.086721311475,141.789822380107,142.938271845791,Up
09:30:28,141.882283737024,141.658521126761,141.770402431892,Down
09:30:29,141.751188340807,141.55,141.650594170404,Down
09:30:30,141.7925,141.66,141.72625,Up
09:30:31,141.761212121212,139.890578562728,140.82589534197,Down
09:30:32,141.755,141.51,141.6325,Up
09:30:33,141.6863599182,141.608405491024,141.647382704612,Up
09:30:34,145.055,141.543545611015,143.299272805508,Up
09:30:35,141.600960264901,141.509365079365,141.555162672133,Down
09:30:36,141.603269230769,141.517638724911,141.56045397784,Up
09:30:37,141.638521126761,141.517396694215,141.577958910488,Up
09:30:38,141.62,141.505118790497,141.562559395248,Down
09:30:39,141.631549707602,141.403390928726,141.517470318164,Down
09:30:40,141.643070175439,141.502119815668,141.572594995553,Up
09:30:41,142.246854304636,141.573098859316,141.909976581976,Up
09:30:42,141.687310642378,141.613647944412,141.650479293395,Down
09:30:43,141.725242587601,141.608067092652,141.666654840126,Up
09:30:44,141.764704797048,141.630546875,141.697625836024,Up
09:30:45,141.799863354037,141.66801980198,141.733941578009,Up
09:30:46,141.835508537491,141.670859504132,141.753184020811,Up
09:30:47,141.802503506311,141.7,141.751251753156,Down
09:30:48,141.754113597246,141.693606666667,141.723860131956,Down
09:30:49,141.72520661157,141.6,141.662603305785,Down
09:30:50,141.852734899329,141.636342015855,141.744538457592,Up
09:30:52,141.784297235023,141.633802281369,141.709049758196,Down
09:30:53,141.85,141.68109375,141.765546875,Up
09:30:54,141.866601796407,141.747395833333,141.80699881487,Up
09:30:55,141.839447799827,141.771914893617,141.805681346722,Down
09:30:56,141.87377148635,141.812785467128,141.843278476739,Up
09:30:57,141.787194194886,141.631996805112,141.709595499999,Down
09:30:58,141.79,141.663098859316,141.726549429658,Up
09:31:00,141.86027173913,141.723120805369,141.79169627225,Up
09:31:01,141.884319248826,141.751291448517,141.817805348671,Up
09:31:02,141.884571843251,141.801641791045,141.843106817148,Up
09:31:03,147.955053550178,141.722775665399,144.838914607789,Up
09:31:05,141.829313264346,141.744858078603,141.787085671474,Down
09:31:06,148.54,141.719323220537,145.129661610268,Up
09:31:07,146.0296105919,141.761950617284,143.895780604592,Down
09:31:08,141.866915204678,141.75,141.808457602339,Down
09:31:09,141.895344262295,141.747423312883,141.821383787589,Up
09:31:10,141.832785904255,141.677775891341,141.755280897798,Down
09:31:11,141.805153374233,141.633685446009,141.719419410121,Down
09:31:12,141.813160839161,141.654090909091,141.733625874126,Up
09:31:13,141.805855513308,141.686025641026,141.745940577167,Up
09:31:14,143.281824175824,141.671774065235,142.476799120529,Up
09:31:15,141.82150988905,141.703693998309,141.76260194368,Down
09:31:16,141.888027332145,141.750725490196,141.819376411171,Up
09:31:17,147.554307275542,141.764429347826,144.659368311684,Up
09:31:18,145.831812865497,141.793288043478,143.812550454488,Down
09:31:19,142.559435643564,141.79426056338,142.176848103472,Down
09:31:20,141.961016393443,141.821350943396,141.891183668419,Down
09:31:21,141.978118811881,141.836038135593,141.907078473737,Up
09:31:22,142.02714673913,141.87,141.948573369565,Up
09:31:23,142.801609589041,140.858880755153,141.830245172097,Down
09:31:24,142.107050177395,142.031256181998,142.069153179696,Up
09:31:25,142.127179781735,142.049959973316,142.088569877525,Up
09:31:26,142.198071748879,142.065741444867,142.131906596873,Up
09:31:27,142.154299259259,142.102219598583,142.128259428921,Down
09:31:28,142.106905864198,142.023129337539,142.065017600868,Down
09:31:29,142.181688034188,142.065276825086,142.123482429637,Up
09:31:30,142.102291938998,142.017036462374,142.059664200686,Down
09:31:31,144.442956841139,142.012306805075,143.227631823107,Up
09:31:32,142.066291834003,141.984461538462,142.025376686232,Down
09:31:33,142.0325,141.919755043228,141.976127521614,Down
09:31:34,142.17573943662,142.037677238806,142.106708337713,Up
09:31:35,143.141945905334,142.064010695187,142.602978300261,Up
09:31:36,142.243493044822,142.11299031477,142.178241679796,Down
09:31:37,142.212780487805,142.115997322624,142.164388905214,Down
09:31:38,142.190568760611,142.050628183362,142.120598471986,Down
09:31:39,142.118981200728,141.972860681115,142.045920940921,Down
09:31:40,142.086349892009,141.99,142.038174946004,Down
09:31:41,142.09455022981,142.056745164003,142.075647696906,Up
09:31:42,142.94963499056,142.078694096601,142.514164543581,Up
09:31:43,142.198534653465,142.115735879077,142.157135266271,Down
09:31:44,142.148415393322,142.023517110266,142.085966251794,Down
09:31:45,142.105627530364,142.024724803431,142.065176166898,Down
09:31:46,142.098100558659,141.947669270833,142.022884914746,Down
09:31:47,142.052576687117,141.948080279232,142.000328483174,Down
09:31:49,142.056104830421,141.949760479042,142.002932654732,Up
09:31:50,142.019371816638,141.892784313725,141.956078065182,Down
09:31:51,141.991985294118,141.839012797075,141.915499045596,Down
09:31:52,141.968904958678,141.858737704918,141.913821331798,Down
09:31:53,141.98,141.894146567718,141.937073283859,Up
09:31:54,142.089676025918,141.91939481268,142.004535419299,Up
09:31:55,142.002641221374,141.907589134126,141.95511517775,Down
09:31:56,141.974651457541,141.88409221902,141.929371838281,Down
09:31:57,141.981223958333,141.881902313625,141.931563135979,Up
09:31:59,142.051478873239,141.966682352941,142.00908061309,Up
09:32:00,142.049527310924,141.917863247863,141.983695279394,Down
09:32:01,141.973959251101,141.843464351006,141.908711801053,Down
09:32:02,141.921478873239,141.777382716049,141.849430794644,Down
09:32:03,141.909552475248,141.829711902957,141.869632189102,Up
09:32:04,141.8567132116,141.769416517056,141.813064864328,Down
09:32:05,141.86346639717,141.77,141.816733198585,Up
09:32:06,141.910141843972,141.813431516937,141.861786680454,Up
09:32:07,141.980591054313,141.837423312883,141.909007183598,Up
09:32:08,142.012692307692,141.867922794118,141.940307550905,Up
09:32:09,141.958628067967,141.861346153846,141.909987110907,Down
09:32:10,141.976232718894,141.860607734807,141.91842022685,Up
09:32:11,141.994032786885,141.767967213115,141.881,Down
09:32:12,144.714214876033,141.883495575221,143.298855225627,Up
09:32:13,142.02,141.915839210155,141.967919605078,Down
09:32:14,141.97236574746,141.841280991736,141.906823369598,Down
09:32:15,141.9651298027,141.87,141.91756490135,Up
09:32:17,141.971576673866,141.89,141.930788336933,Up
09:32:19,142.014917043741,141.89,141.95245852187,Up
09:32:20,141.981178707224,141.88,141.930589353612,Down
09:32:21,141.982850678733,141.89,141.936425339367,Up
09:32:22,141.98,141.895,141.9375,Up
09:32:24,141.983425742574,141.923314606742,141.953370174658,Up
09:32:25,141.968972382787,141.885978062157,141.927475222472,Down
09:32:26,141.93298750679,141.856589259797,141.894788383293,Down
09:32:27,141.969398084815,141.80203539823,141.885716741523,Down
09:32:28,141.902576687117,141.775,141.838788343558,Down
09:32:29,141.902576687117,141.78,141.841288343558,Up
09:32:30,141.897955010225,141.768,141.832977505112,Down
09:32:32,142.563360783441,141.73375,142.14855539172,Up
09:32:33,141.765917986952,139.853682529543,140.809800258248,Down
09:32:34,141.844116331096,141.66625,141.755183165548,Up
09:32:35,141.731053984576,141.632950819672,141.682002402124,Down
09:32:36,141.738647166362,141.6225,141.680573583181,Down
09:32:37,141.711608187134,141.642393162393,141.677000674764,Down
09:32:38,141.707274149394,141.599166666667,141.65322040803,Down
09:32:39,142.335552995392,141.633807763401,141.984680379396,Up
09:32:40,141.779010819165,141.690397923875,141.73470437152,Down
09:32:41,141.76,141.715248868778,141.737624434389,Up
09:32:42,141.758978766431,141.688177496038,141.723578131234,Down
09:32:43,141.816490196078,141.718495495495,141.767492845787,Up
09:32:44,142.759449035813,141.737997667185,142.248723351499,Up
09:32:45,141.910216942149,141.808876889849,141.859546915999,Down
09:32:46,141.844464751958,141.763925619835,141.804195185896,Down
09:32:47,141.866721311475,141.746,141.806360655738,Up
09:32:48,141.837473958333,141.735,141.786236979167,Down
09:32:49,141.832585551331,141.768131147541,141.800358349436,Up
09:32:51,141.849800469484,141.779341864717,141.8145711671,Up
09:32:52,141.85,141.772253521127,141.811126760563,Down
09:32:53,141.86,141.782369446609,141.821184723305,Up
09:32:54,141.84175308642,141.759777777778,141.800765432099,Down
09:32:55,141.795120405577,141.728568376068,141.761844390823,Down
09:32:56,141.797684346701,141.690580985915,141.744132666308,Down
09:32:57,141.74,141.67630239521,141.708151197605,Down
09:32:58,141.740075275043,141.663525641026,141.701800458035,Down
09:32:59,141.747300930714,141.582857142857,141.665079036785,Down
09:33:00,141.599154411765,141.457980049875,141.52856723082,Down
09:33:01,143.340197530864,141.55753820034,142.448867865602,Up
09:33:02,141.55467784979,141.437595129376,141.496136489583,Down
09:33:04,141.543364361702,141.44323943662,141.493301899161,Down
09:33:05,141.525785123967,141.431176470588,141.478480797278,Down
09:33:06,141.597342497136,141.495521472393,141.546431984764,Up
09:33:07,141.562863387978,141.447142857143,141.50500312256,Down
09:33:09,141.535264084507,141.435369318182,141.485316701344,Down
09:33:10,141.56564738292,141.456,141.51082369146,Up
09:33:11,143.360803571429,141.52881370826,142.444808639844,Up
09:33:12,141.557108490566,141.45,141.503554245283,Down
09:33:13,141.502436918991,141.4225,141.462468459495,Down
09:33:14,141.450917721519,139.717085397843,140.584001559681,Down
09:33:15,141.445096339114,141.348,141.396548169557,Up
09:33:16,141.474190064795,141.365714285714,141.419952175255,Up
09:33:17,141.518539412674,141.327934782609,141.423237097641,Up
09:33:18,141.504273369992,141.395714285714,141.449993827853,Up
09:33:19,141.516,141.451362916006,141.483681458003,Up
09:33:20,141.49879222973,141.412,141.455396114865,Down
09:33:21,141.515,141.468181818182,141.491590909091,Up
09:33:22,141.568361842105,141.474471830986,141.521416836546,Up
09:33:23,141.56765625,141.489860896445,141.528758573223,Up
09:33:24,141.559236749117,141.491511216057,141.525373982587,Down
09:33:25,141.6,141.484233128834,141.542116564417,Up
